Type_of_event,Distance,Warranty,Participants,Preference,Profession,Age,show_up_Rate
9,800,20,1000,11,4,66,55
10,50,500,1000,11,1,22,50
9,300,100,5,8,2,52,75
11,50,50,10000,10,3,26,75
11,300,50,1000,8,4,16,60
8,0,10000,10,11,2,3,70
9,300,10,50,9,2,41,75
8,20,5,1,11,2,3,95
10,500,5,20,10,3,60,80
7,200,20,5,9,4,11,85
10,500,10000,5,10,2,45,55
7,20,100,10000,10,3,38,70
7,500,100,10000,9,1,3,45
11,50,10,50,10,4,83,80
8,0,20,5,10,2,81,95
9,20,5,1000,8,2,38,75
7,100,500,10,9,1,77,65
10,500,10000,10,7,3,21,55
10,300,10000,1,7,4,38,55
9,500,500,200,11,1,36,35
9,200,100,1000,9,4,0,65
8,500,10,10,11,3,104,80
8,1000,1,20,8,2,76,75
7,20,20,10,10,1,33,90
7,0,20,5,8,1,55,90
10,20,200,10,7,3,2,80
7,50,10000,1,8,1,41,65
10,1000,10,1000,7,3,58,60
10,200,50,1,10,1,16,85
7,200,5,1000,8,2,24,70
7,800,500,20,9,2,57,50
7,500,1,10,8,2,30,80
8,300,100,1000,7,3,12,60
7,0,100,20,9,3,23,85
10,300,500,10,7,3,41,60
9,50,1000,50,7,1,11,55
11,0,5,50,8,2,39,85
11,50,1,20,7,1,26,85
10,200,10000,10,8,1,3,60
11,300,100,1000,10,2,96,55
11,300,100,50,7,4,30,60
11,20,5,10,7,3,46,95
11,0,500,1000,10,1,33,50
7,1000,200,50,10,2,17,45
11,10,50,1000,8,2,19,75
7,300,20,5,8,3,84,85
11,800,10000,10000,7,3,42,35
8,10,100,1,9,4,9,85
7,100,200,10000,8,4,19,55
7,50,10000,1000,9,3,9,55
7,0,200,10000,10,2,20,60
10,1000,1000,20,9,1,81,40
8,800,50,50,9,3,93,65
11,1000,10,1,9,3,4,75
8,50,20,1,11,2,32,95
8,1000,5,1000,10,2,5,55
10,300,20,20,7,2,21,80
11,0,1000,10000,9,1,2,50
7,10,10,200,9,2,40,80
10,300,50,20,8,1,3,75
7,100,5,10000,11,4,5,70
9,800,10000,1,11,2,43,50
11,200,1000,10,8,1,13,60
7,20,100,1000,9,2,55,65
9,300,50,10,11,1,34,75
8,1000,5,200,9,2,13,55
11,100,100,1,11,4,5,85
11,200,500,50,9,1,55,50
7,300,10,10000,9,2,73,65
10,1000,5,20,10,3,50,75
8,10,1,20,8,1,23,90
9,20,500,1,11,1,53,65
11,800,1000,1000,10,2,56,35
7,50,5,200,8,3,26,80
11,0,1000,5,9,4,17,70
10,1000,1000,10000,10,1,23,30
10,500,5,10,11,1,15,75
9,50,5,10000,10,4,0,75
11,50,1,20,11,1,29,90
11,10,50,20,7,3,64,90
11,500,100,20,11,3,5,75
8,10,1,5,7,4,3,95
8,800,200,1,9,4,53,55
8,50,10,1000,10,1,31,70
8,10,200,20,11,4,4,70
11,500,20,200,7,2,33,60
7,20,5,1,9,1,10,90
8,20,500,20,7,1,53,65
9,10,500,10000,10,3,55,55
9,200,1000,50,8,3,10,55
7,20,50,1,11,1,28,85
10,300,200,200,7,1,61,45
10,20,20,1000,8,1,33,70
9,100,500,10000,10,3,22,55
11,10,100,20,10,1,81,80
8,500,20,10,7,4,17,75
9,500,20,200,9,1,10,60
10,500,1,20,7,4,62,75
10,20,10,5,7,1,8,90
7,20,500,5,11,2,64,70
8,1000,20,10,10,1,62,65
11,1000,10000,1,11,4,56,50
8,800,10,1,7,4,34,75
10,300,20,200,10,3,45,75
10,500,500,20,8,3,77,55
10,100,10,1,11,2,65,90
7,300,20,50,10,3,43,75
10,1000,100,10000,10,4,17,50
7,1000,500,1000,10,3,53,35
7,800,10,1,7,3,74,80
7,0,100,10,11,2,28,85
8,1000,10,5,11,2,29,70
7,800,10,50,10,1,30,60
10,800,1,20,11,4,49,70
8,10,1000,5,11,4,33,70
9,100,1000,5,10,4,63,65
7,20,1000,20,7,1,30,65
9,200,5,1000,8,2,54,70
7,10,50,10,7,4,43,95
10,10,5,1,10,1,69,95
8,50,10,1,11,1,45,90
11,0,20,1000,8,3,7,80
7,20,50,50,8,3,24,85
8,0,10,200,9,1,23,75
9,0,1,200,8,2,4,80
10,0,1000,1000,8,3,41,55
11,500,5,5,10,1,29,75
8,1000,500,5,10,2,74,50
8,300,10,10,9,2,19,80
9,500,50,200,9,4,87,60
7,0,50,50,9,1,12,75
9,800,1,200,7,4,61,55
10,500,10,1,9,4,52,75
11,300,1,10,8,2,3,85
9,10,5,200,8,1,10,75
7,20,50,1000,9,4,131,70
10,800,50,10,10,3,6,80
8,20,50,10,11,4,86,90
7,10,200,1000,11,4,13,60
11,500,1,5,8,3,36,80
10,20,20,200,11,4,45,75
9,0,10000,20,10,3,28,70
10,1000,20,10000,7,2,14,55
8,50,10000,1000,8,2,32,55
7,300,200,10,7,4,40,65
9,10,5,1,9,2,21,100
9,800,5,10,9,4,49,75
7,200,20,20,11,1,31,80
9,10,1,5,8,3,9,100
8,1000,200,5,10,1,50,50
8,1000,50,10000,8,2,38,55
7,500,5,50,11,4,54,65
10,800,5,10,11,1,56,70
11,300,500,200,11,4,39,45
7,500,5,1,7,3,25,85
7,100,100,1000,11,1,20,60
9,10,500,20,8,2,19,70
10,1000,10000,1,11,2,5,50
11,10,10,5,9,1,11,90
8,0,10,50,11,4,12,85
7,1000,20,10000,11,3,26,55
11,20,200,200,9,2,51,60
11,500,500,1,8,4,18,55
8,300,1000,20,8,4,26,60
10,500,50,1,8,4,33,75
7,10,200,1,7,1,14,75
7,50,200,1000,7,2,15,60
9,300,1000,10,7,4,5,55
9,20,500,20,9,2,13,75
8,20,20,5,11,1,16,90
7,1000,200,10,9,4,5,50
11,50,1000,10000,7,4,5,50
9,50,10,20,8,4,9,90
8,50,20,1,10,4,5,90
7,20,50,200,7,4,56,80
10,300,200,1,10,1,21,65
11,0,1000,5,11,1,24,70
11,500,10000,5,11,2,9,55
10,300,10,50,11,2,26,70
8,10,1,10,8,4,20,95
7,20,1,10000,11,1,50,70
10,50,100,10,11,3,23,85
8,200,20,1000,8,3,93,75
7,20,10,10,8,1,3,90
10,20,5,1000,7,1,5,70
8,800,500,20,11,1,45,45
7,20,10,10000,8,4,51,75
9,20,1,50,10,1,4,80
7,800,100,10,9,2,48,65
7,100,100,1,9,4,29,80
10,50,10,5,9,4,67,90
9,20,20,1000,10,2,74,75
10,0,500,20,8,4,45,70
9,200,500,10,10,1,28,60
11,200,100,20,10,3,23,80
11,500,20,10000,10,1,52,55
10,0,100,5,10,2,25,90
10,0,1000,10,10,1,17,70
11,10,100,10,9,1,16,80
11,50,500,5,7,1,2,65
10,800,1000,50,8,2,73,40
7,500,1000,50,9,4,50,40
11,500,200,5,8,2,12,60
8,50,1000,1000,7,3,31,55
10,500,1,200,7,4,39,60
11,300,5,10,8,1,14,80
8,100,200,1000,7,3,90,60
8,800,1000,20,11,3,11,50
10,0,100,10,11,2,42,85
10,20,200,10,11,4,30,75
11,0,500,10000,9,3,60,55
10,20,5,50,10,3,12,90
7,10,50,10000,11,4,54,75
8,50,50,5,8,4,100,95
9,50,50,200,8,1,32,70
11,0,100,20,10,3,61,85
10,10,100,1000,11,1,26,65
11,20,500,200,11,3,71,60
11,0,10,200,7,4,51,75
8,50,50,200,7,2,33,75
7,200,100,50,11,1,43,65
10,800,10,5,10,1,95,75
8,50,10,1000,9,4,33,75
10,300,1,1,9,3,40,85
9,1000,1000,1000,9,3,25,35
10,20,200,5,7,2,24,75
10,0,200,10,10,4,45,80
11,20,50,200,10,3,57,80
10,20,10000,50,11,1,34,55
11,200,1,200,8,3,42,75
10,1000,1000,10,10,4,34,50
9,10,10,10,11,3,52,95
9,10,20,5,10,4,41,95
7,50,5,1000,9,2,19,75
8,800,10,50,9,4,46,65
7,200,200,10,9,3,62,70
11,800,10,50,8,4,46,65
10,1000,1000,5,11,4,56,45
7,800,10000,1,7,2,26,55
9,200,5,1,11,2,33,90
11,200,20,200,8,1,51,65
10,10,5,5,8,3,63,100
8,300,50,50,7,1,22,65
8,100,1000,5,11,4,24,65
11,800,1,5,7,4,62,75
10,500,10000,5,8,4,50,50
9,100,10000,10,11,3,34,70
7,200,20,1,7,4,44,90
11,300,200,20,9,1,40,55
9,10,200,5,8,3,4,80
8,10,1000,1000,11,1,11,50
11,0,5,5,8,2,19,95
11,200,100,200,10,2,35,60
7,300,10,50,8,2,64,70
10,500,500,1,9,1,16,50
11,50,100,1000,10,1,38,60
11,20,1,1,7,2,52,95
8,10,50,1000,8,2,73,80
10,20,10,200,7,4,41,75
10,200,100,5,11,3,78,80
10,100,100,10,10,1,26,80
7,1000,5,1000,9,4,26,55
10,1000,10,20,10,3,1,75
10,0,200,200,7,1,11,55
9,500,5,1,8,2,20,80
8,50,20,50,10,3,47,85
11,1000,500,10000,11,3,60,40
10,1000,10000,50,10,2,49,40
7,200,20,1000,10,1,46,65
9,200,500,10000,9,3,5,55
10,1000,5,20,11,1,19,65
10,800,1000,200,9,3,2,35
7,300,20,20,10,1,58,75
9,500,100,5,11,2,4,70
10,300,5,50,9,4,52,70
11,200,500,200,10,1,26,45
10,50,100,1000,10,3,34,75
8,20,10000,10000,10,4,32,50
9,300,200,10,8,1,97,60
7,100,50,10,7,4,14,90
11,0,200,50,7,1,31,60
8,800,1,20,10,1,40,65
10,100,10000,1,7,1,65,60
9,20,20,50,8,3,39,85
9,1000,1,50,11,4,24,60
10,300,10000,10000,11,1,76,35
7,50,50,1,11,2,8,90
10,50,20,1,8,1,41,90
11,200,50,1,8,1,53,80
11,100,1,1000,7,1,21,70
10,50,50,50,10,1,72,80
10,500,1,10,10,1,26,75
10,50,100,200,10,3,31,75
7,100,20,50,8,3,39,85
8,1000,20,1000,10,3,15,55
8,1000,10000,1,10,3,0,50
7,500,1000,10000,9,3,58,40
8,1000,50,200,11,1,30,50
11,1000,1000,200,8,4,14,30
11,200,200,1000,10,4,118,50
11,500,100,50,7,4,54,55
9,1000,5,50,9,3,22,70
8,100,500,10000,11,2,20,50
8,800,10,1,8,2,41,80
9,20,10000,1,8,3,35,75
11,800,200,1000,7,3,11,40
11,10,500,200,7,2,21,55
10,500,1,20,10,4,14,80
9,0,1000,10000,10,1,35,50
11,20,500,5,9,2,2,70
11,800,10,1000,8,1,23,50
11,500,50,10,10,3,44,80
8,500,500,10000,11,4,76,35
7,0,1,5,9,1,16,90
7,20,1,1,9,3,55,100
8,1000,50,5,10,4,10,70
8,500,1000,1000,11,2,29,35
9,300,50,10,10,2,3,80
7,10,5,20,11,1,18,90
9,100,10,200,9,1,8,75
8,100,5,5,11,3,83,95
8,300,50,10,7,2,56,80
7,200,1000,5,10,2,5,65
9,20,10000,1,10,3,38,75
8,10,10000,200,11,2,73,55
7,500,20,5,9,2,50,75
9,20,50,20,11,1,49,85
7,10,20,1000,11,2,95,75
10,1000,500,200,9,1,30,30
8,800,50,200,9,3,61,60
7,20,1000,1000,9,1,36,50
9,10,1000,1000,11,1,50,50
9,0,10,1000,10,2,30,80
8,50,10,10,10,1,52,90
10,300,100,10000,8,2,19,55
11,300,100,1000,9,2,67,55
8,20,50,10000,10,4,22,70
10,200,500,20,9,4,4,60
11,0,1000,10000,7,3,25,55
10,100,200,5,9,3,10,75
10,20,10000,10,10,3,29,75
10,200,20,20,7,2,38,85
11,50,10,1,7,4,21,90
8,200,10,10000,7,1,73,65
10,1000,5,50,8,2,12,60
11,200,20,1000,7,2,104,70
9,0,1,1,9,2,21,100
10,0,10000,10000,9,2,69,55
9,20,5,1000,8,3,5,80
8,10,10,5,9,2,52,95
10,300,200,5,10,1,31,65
10,50,500,10000,8,4,8,50
11,10,10000,1000,7,3,41,55
8,50,100,10,10,2,3,85
11,800,1000,1000,8,2,31,35
10,500,1000,1,8,3,26,55
11,800,100,10,7,3,24,70
7,800,10000,1,7,3,47,55
10,20,1,50,7,2,46,85
9,300,50,200,8,2,20,65
10,50,50,200,7,1,90,70
7,100,200,50,9,2,30,65
11,800,100,1000,7,3,63,50
10,50,500,1,11,2,131,70
8,300,5,1000,8,3,32,70
10,1000,50,200,8,1,11,50
8,10,5,10000,11,2,1,75
8,1000,10,1,8,4,29,75
9,300,10000,10000,10,4,65,40
7,500,200,20,9,2,24,55
10,800,10000,10000,8,4,62,30
7,100,10,20,7,4,41,90
11,0,50,200,7,1,33,70
7,300,10000,1000,8,1,72,35
8,800,500,50,9,2,34,40
9,100,50,200,8,1,45,70
11,800,100,10000,9,3,48,50
8,10,100,10,8,1,30,85
7,0,10,5,9,4,53,95
8,100,1000,5,8,2,54,70
10,800,100,20,7,1,26,60
11,1000,1,5,8,4,52,70
10,300,10,10,8,4,37,80
7,50,200,1000,7,2,55,60
10,20,100,50,11,2,21,75
7,0,10000,200,11,3,51,55
8,300,100,1,10,2,2,75
8,20,1000,1,8,4,15,70
8,500,20,200,7,1,20,55
10,300,10000,5,7,3,26,60
7,10,1000,1000,10,1,61,50
7,1000,100,50,8,1,35,50
11,20,10,1000,8,1,10,70
10,100,1,50,11,1,2,75
10,200,500,200,10,4,27,50
9,20,1000,10,9,1,44,70
8,100,1000,50,8,4,70,60
8,20,20,200,11,2,5,80
7,300,1,5,11,4,69,80
9,800,50,50,7,4,12,60
8,200,5,10,9,3,24,90
10,200,1,10,8,2,67,85
11,0,50,10,11,3,38,100
9,300,1000,200,10,2,11,40
11,800,200,1000,11,1,42,40
9,500,10000,50,8,1,23,40
7,500,200,50,11,1,49,45
7,50,1,10000,8,2,50,75
10,800,1000,200,10,3,23,40
11,800,500,50,8,1,3,35
8,300,10,1000,11,4,4,65
8,10,20,10,10,4,36,90
7,0,500,200,10,3,66,60
11,500,10,10000,10,3,2,65
7,0,10,20,7,2,21,95
9,50,500,50,10,1,75,55
9,50,5,50,11,3,18,85
11,300,100,20,8,2,31,70
7,800,1000,50,7,2,52,45
7,100,10000,20,8,4,7,60
7,10,1000,50,7,1,39,60
10,1000,10,10,10,1,8,70
8,50,500,1,8,4,27,75
8,200,200,10000,10,2,41,50
7,0,1,20,10,1,5,90
9,20,100,200,9,3,81,75
7,100,20,20,10,2,16,90
10,0,20,1000,7,4,20,75
10,800,1000,10000,9,1,52,30
11,100,1000,200,10,1,30,45
11,1000,100,10,10,4,53,60
7,0,1,200,11,4,35,80
7,200,500,1,8,1,13,60
10,500,50,20,8,1,32,70
8,300,5,50,7,2,67,75
11,10,20,20,7,3,53,95
9,200,50,5,8,3,20,90
7,100,10,200,10,1,89,70
8,10,10,1,10,3,7,100
8,0,100,20,9,1,21,80
8,1000,10,5,11,4,50,70
7,0,5,1,8,2,16,95
10,50,1,200,7,1,21,75
10,500,10000,50,8,3,69,45
9,10,1,200,9,4,1,80
9,1000,50,5,7,1,49,65
10,100,200,50,9,4,42,60
8,50,100,5,9,1,50,80
10,200,10000,200,7,1,18,40
11,100,200,50,8,2,52,65
11,200,20,10000,8,4,50,70
9,20,50,1,11,3,66,95
8,800,1000,50,10,3,61,45
11,20,100,1,7,4,32,85
9,50,500,10,11,3,17,75
11,20,1000,10000,10,3,83,55
10,0,10,1000,7,2,32,80
8,800,200,50,10,4,99,45
7,50,500,1000,9,3,67,55
9,0,1000,10,10,1,25,65
10,10,1000,10,7,2,44,70
8,100,1,1,10,3,99,95
11,50,50,200,10,4,69,75
10,100,100,1,7,2,34,80
10,50,100,10000,7,3,18,70
8,20,50,1000,11,2,30,75
8,10,50,5,7,3,36,95
9,800,1000,50,11,3,36,45
11,100,20,20,10,2,60,90
11,200,10000,50,11,1,42,50
11,50,20,1,11,3,40,100
10,1000,1,10000,10,3,23,60
7,200,200,10,10,1,40,65
11,20,1000,10,9,2,60,70
11,0,100,10000,10,3,26,70
9,100,5,10,8,2,56,90
7,0,1000,10000,8,2,26,55
9,10,20,20,11,2,66,90
8,10,20,10,9,4,22,90
10,500,10,1,10,4,36,80
7,10,50,1000,7,1,54,75
11,1000,1,10,7,2,61,70
11,20,1000,200,7,3,59,55
9,800,10000,5,8,1,22,45
9,0,20,50,7,4,45,85
10,800,1000,50,11,1,34,35
8,1000,20,10,7,3,52,75
7,300,10000,1000,11,4,28,40
9,0,500,1,9,2,53,75
11,300,200,5,11,3,19,70
10,10,1000,20,9,1,43,65
8,800,10000,10000,10,3,4,35
8,300,5,1000,8,3,17,70
9,300,1000,10,9,2,5,60
7,200,1,10,8,3,37,90
7,300,1,1,9,1,67,80
9,50,10000,5,11,3,49,70
10,200,200,1,11,1,12,65
11,20,10,5,8,2,34,95
10,500,200,50,8,1,33,45
11,10,500,200,10,3,2,60
11,500,200,1000,8,4,49,40
8,10,5,1,10,1,83,90
7,0,50,1000,11,4,40,75
10,200,5,10000,10,4,74,70
7,800,20,1000,10,1,36,50
10,10,10,50,9,1,65,80
10,1000,20,10000,7,3,58,55
10,0,100,5,10,3,0,95
9,100,10000,5,9,2,34,70
10,200,10,1,7,3,62,90
10,1000,5,10000,7,2,30,55
8,300,1,50,9,2,83,75
11,500,10,50,11,1,8,65
9,1000,1,10000,7,2,36,55
10,500,200,200,7,1,4,40
10,0,20,200,8,4,58,75
10,1000,1,200,10,4,45,60
8,200,5,10000,9,2,0,70
8,800,100,200,8,2,22,55
11,0,1000,1,8,4,1,70
7,0,20,20,7,2,26,95
9,800,10,5,7,1,5,70
11,0,200,50,9,3,16,70
9,200,1,20,10,4,27,85
8,500,200,5,11,2,20,60
11,100,20,1,9,3,45,95
10,300,1,10,11,1,80,80
9,800,10,1,9,1,69,75
7,50,50,10000,11,2,30,75
10,200,500,5,10,3,33,70
9,200,100,10000,7,3,76,65
11,0,20,1000,9,4,37,75
8,1000,10000,50,8,3,34,45
10,200,5,1000,11,3,16,75
11,300,10000,10,8,4,21,55
10,500,10000,10,7,4,28,50
7,200,1000,50,7,3,25,60
10,300,1,1000,11,3,50,70
11,800,20,1000,10,2,9,55
7,800,1000,200,8,2,53,35
7,10,10,10000,7,1,7,75
7,200,500,1000,9,2,34,45
9,1000,100,1000,8,3,77,50
7,300,500,1000,11,3,65,45
9,100,20,200,7,4,51,75
9,100,1000,10000,9,1,7,50
10,300,10,10,7,2,29,80
7,300,1000,20,8,1,37,50
11,10,50,1,7,3,42,95
10,20,5,10,11,1,21,90
10,10,1,20,11,1,6,90
11,100,200,1,7,4,84,70
10,500,50,5,7,1,31,70
11,300,1000,50,7,3,72,50
10,100,1,20,8,2,53,90
7,50,5,10,9,3,62,95
8,300,1000,20,9,3,56,60
10,500,1000,1,10,1,27,55
11,800,200,1000,8,2,49,40
11,20,1,1000,8,4,25,75
7,10,500,5,7,3,0,80
11,500,5,20,9,1,1,70
8,10,1000,50,10,2,64,60
11,300,10000,5,11,3,41,65
7,800,10000,20,11,4,47,45
11,800,10000,200,10,1,5,30
7,1000,10,10,9,1,34,65
10,800,20,200,10,1,87,55
7,500,1000,1000,7,1,34,35
7,10,10,1000,7,4,47,80
11,200,10000,5,8,4,25,60
10,0,5,5,9,3,13,100
9,1000,1,1000,9,1,29,55
10,800,500,200,8,4,54,35
8,20,500,5,11,3,35,75
11,50,500,50,11,3,17,65
10,10,200,5,10,1,81,75
7,50,5,1,8,3,46,95
7,300,10000,10,9,1,45,55
7,500,20,10,8,4,22,75
9,20,200,10,8,4,69,75
7,300,10000,50,7,3,15,55
11,300,500,10000,11,4,17,45
7,200,5,1000,9,3,30,75
8,500,5,20,8,4,15,80
7,10,10000,10000,8,2,34,50
11,10,5,1,11,3,5,100
11,200,10,10000,7,4,34,70
11,800,10,10,9,3,20,75
7,0,20,10,8,2,65,95
11,0,10000,1,7,3,70,75
10,100,1,10000,10,3,25,80
10,0,500,10000,11,2,68,55
11,10,100,50,10,4,49,75
11,100,5,10000,7,1,45,70
9,50,20,1,11,4,53,90
8,100,1,10000,11,4,30,70
7,300,50,50,8,2,95,70
8,100,5,20,7,4,20,85
7,100,20,1,10,4,33,90
10,800,200,50,10,4,13,50
7,500,1000,1,9,3,9,55
7,10,200,50,8,1,30,60
8,20,500,1,7,2,52,70
8,10,1000,50,8,1,27,60
11,500,10,1,9,3,32,80
8,50,50,20,8,1,0,85
7,100,100,10000,11,2,21,65
9,500,1,1,7,2,45,80
10,300,50,20,11,1,49,75
8,200,500,10000,7,3,30,50
10,1000,1,1000,8,2,16,55
7,500,1,200,7,2,66,65
8,0,10,20,11,2,39,90
11,50,20,50,9,3,61,85
8,300,100,20,8,3,12,80
10,500,200,20,8,3,58,60
11,300,500,5,7,4,25,60
11,800,10,20,10,3,12,75
8,500,10000,10,8,3,29,60
10,200,200,10000,9,3,53,55
9,20,10,10,11,3,55,95
10,800,1,1,8,4,30,75
7,1000,200,50,11,1,44,40
11,500,500,10,10,2,50,55
10,50,5,1000,8,3,46,80
9,20,50,20,8,4,14,85
9,800,50,20,9,3,30,75
10,300,20,200,8,4,64,65
8,500,50,200,7,2,14,60
10,300,50,10,9,4,8,80
8,800,500,10,10,3,20,55
10,200,50,1000,9,1,33,65
8,50,20,200,7,4,37,75
11,500,200,1000,9,3,21,45
9,300,5,20,10,1,36,75
11,20,1,10000,10,1,0,70
10,200,10000,10000,9,1,63,40
8,20,200,200,11,1,63,55
9,500,10000,20,8,1,40,45
9,50,1,1,7,1,38,90
11,300,5,200,10,1,20,60
11,200,500,10000,7,3,78,50
10,100,50,1,8,1,52,85
10,20,10000,10,11,2,32,70
7,800,200,1000,7,1,33,40
7,1000,10,10,8,2,29,70
11,200,10,1000,10,3,32,75
11,300,1,10,11,3,41,90
9,800,5,10,10,3,44,75
11,200,100,20,8,3,20,80
10,0,10,10000,11,3,55,80
7,800,1000,20,7,2,25,50
7,1000,10000,10000,11,1,8,25
9,200,10,1,10,1,61,85
9,300,5,1,9,1,42,80
8,0,100,200,8,3,34,75
8,10,50,20,7,4,0,90
7,300,100,50,10,1,89,60
9,100,50,10000,7,1,46,65
8,10,50,10,11,2,18,90
7,300,1,200,8,3,28,70
9,800,100,200,11,4,95,45
11,300,1000,200,8,3,37,45
10,100,1,1,11,2,43,90
8,20,20,10,10,2,63,95
10,50,5,10000,9,3,4,80
11,0,50,10000,8,3,81,75
9,800,100,200,7,4,95,45
10,10,500,5,9,3,0,75
10,300,1,10000,9,4,32,65
9,300,1000,200,7,1,28,40
7,50,50,200,11,3,18,75
10,10,1,10000,11,1,33,75
7,300,10000,200,11,3,4,45
8,20,10,1000,11,2,78,75
8,300,200,50,10,1,22,50
11,1000,5,200,9,2,1,55
10,1000,10,20,10,2,39,75
8,300,10000,1,11,1,22,55
10,100,50,50,8,4,46,75
9,1000,100,10000,11,1,21,40
10,10,500,200,10,4,38,60
11,50,10,200,10,3,18,80
7,0,200,1,11,2,32,75
9,1000,10000,1000,8,4,25,30
9,1000,5,50,9,1,46,60
11,10,200,1000,11,4,73,60
8,200,100,5,11,4,55,75
10,100,100,1000,7,1,2,60
7,50,200,50,9,1,28,60
7,0,100,20,11,4,97,80
11,0,10,10,7,3,2,100
11,800,10,10000,9,2,12,55
11,1000,100,5,7,2,29,65
7,0,500,1,11,2,66,70
10,200,5,1,11,1,9,85
11,1000,5,200,7,3,53,60
7,1000,200,5,7,2,18,60
8,10,5,50,9,1,12,80
7,20,10,1000,8,1,77,70
11,300,10000,50,9,2,87,50
11,20,1000,1,7,3,24,75
11,200,100,1000,11,1,1,60
9,300,500,200,9,4,5,45
10,500,1000,1000,10,1,44,35
10,100,5,10,11,2,15,90
11,300,5,200,10,4,61,65
9,0,20,50,10,2,50,85
11,10,20,1,11,2,15,100
9,20,1,200,8,3,26,80
7,300,1,1,7,1,24,80
9,20,20,1000,8,4,33,75
7,200,500,5,10,3,60,70
11,800,10000,1000,9,2,22,30
10,200,50,5,7,4,23,85
11,500,20,1,8,4,17,75
8,20,10,50,9,1,33,80
9,800,1,200,9,2,45,60
8,20,1000,20,11,1,16,65
7,10,10,5,11,3,13,100
9,10,5,50,8,4,3,85
10,20,10000,5,8,1,15,65
8,500,5,50,8,3,43,75
7,20,1000,5,10,2,67,70
11,500,1000,20,11,1,9,50
10,1000,200,5,9,2,39,55
9,800,500,200,7,2,32,35
11,500,50,10,7,2,5,75
9,20,5,1000,8,2,86,75
8,10,5,20,7,4,49,90
11,50,5,10,9,1,3,90
10,100,200,1,10,1,36,75
9,100,20,50,10,2,37,80
7,0,10000,1000,10,3,57,55
10,50,10000,20,10,1,67,65
7,0,10,10,7,1,9,95
9,0,5,50,9,4,32,85
10,20,1,10000,7,3,29,80
7,300,1,20,9,4,8,80
10,1000,5,5,9,3,22,75
8,500,50,20,11,4,25,70
11,200,500,20,7,3,74,65
9,1000,5,10000,9,2,73,60
7,100,5,50,8,1,14,75
8,300,200,10,11,2,48,65
10,800,50,10000,11,3,67,55
7,20,200,1,7,1,49,75
8,300,100,10,9,3,19,75
11,10,50,10,11,1,45,90
9,10,200,20,9,2,16,80
9,1000,5,50,10,4,45,60
8,200,10,50,7,1,97,75
8,50,10000,10,7,3,10,70
11,10,100,10000,11,3,71,75
10,200,100,20,8,4,74,75
11,500,200,10000,7,3,32,45
10,100,1000,5,11,3,13,70
8,10,20,10,8,1,45,95
10,0,50,1000,10,1,83,75
8,200,1,50,11,4,40,75
10,500,10000,20,10,2,3,55
11,10,10000,20,10,4,32,65
8,50,10,200,9,4,18,75
9,200,500,1,10,3,45,70
8,100,10,50,7,1,29,75
10,10,100,20,8,1,61,80
9,20,100,1000,10,4,20,65
8,200,10000,5,11,1,38,60
10,1000,1,10000,9,3,49,60
7,0,200,1,9,3,24,80
10,300,1000,10000,9,4,67,40
7,0,100,1,10,1,72,80
7,800,20,10,8,3,20,75
8,100,1,20,7,2,54,90
11,300,500,10000,10,3,72,45
10,300,10000,20,10,2,65,60
8,500,20,20,8,2,33,80
11,50,5,5,8,2,13,95
10,1000,10000,1,7,2,44,50
10,300,1000,10,9,4,15,55
9,800,5,5,9,1,64,75
11,800,200,1000,10,1,5,35
11,500,5,200,10,1,15,55
9,100,100,10000,8,4,31,65
10,200,20,50,10,3,0,85
11,500,20,200,11,1,51,60
8,200,1,20,7,1,45,80
8,50,10,20,10,3,26,95
8,20,10,200,7,3,78,80
7,1000,5,10,7,2,33,75
11,300,200,50,10,3,55,55
8,200,1000,50,10,1,12,50
9,20,500,10,7,1,15,65
8,800,10000,50,8,1,59,40
7,200,1000,50,7,2,55,55
9,300,200,10,11,3,42,65
11,50,100,10000,8,4,52,65
10,50,500,1,10,2,9,75
10,100,100,1000,10,4,21,65
10,0,1,200,8,1,18,75
9,500,200,1000,11,1,23,40
7,800,1,20,10,2,3,70
11,500,10,5,7,1,97,75
11,500,20,1,11,1,48,75
7,0,10,200,11,4,42,75
10,20,1,10,11,2,46,95
8,800,10,1,9,3,53,80
9,0,50,1,11,2,54,90
9,0,10,10000,9,3,12,85
7,0,5,20,8,2,44,90
11,10,10000,50,11,3,52,65
11,200,200,10000,8,2,96,50
10,800,10,5,11,2,33,75
8,0,10,10,8,3,13,100
9,20,10000,1,9,2,48,75
7,20,50,1,9,1,50,85
7,10,1,10,9,1,4,90
7,300,5,10000,8,3,77,70
8,800,200,1000,8,2,38,45
10,800,20,1000,11,4,59,55
7,500,200,200,11,1,34,40
11,800,10000,200,9,3,26,35
7,50,20,200,11,3,27,80
7,0,10,10,9,2,64,95
11,300,10,10000,10,1,45,60
11,0,500,1,10,4,66,70
7,100,10,200,10,3,67,80
8,200,1000,5,10,1,12,60
8,800,1,1,10,3,64,80
11,200,5,200,11,3,54,80
8,1000,20,50,7,1,71,55
9,500,200,20,9,2,4,60
7,100,1000,1000,8,2,31,50
8,50,100,1,7,3,118,85
8,0,500,1,7,1,2,70
7,300,20,10000,11,4,60,65
10,300,1000,1,10,3,25,65
8,50,1,10,9,1,71,90
9,500,200,50,7,3,2,55
9,200,20,200,11,3,28,75
8,300,500,50,7,3,56,50
9,50,1,50,9,3,62,90
